Close,ATR,H1_Close,H1_EMA,RSI_Z,MACD_line_Z,MACD_hist_Z,ADX_Z,stoch_k_Z,stoch_d_Z,H1_RSI_Z,H1_ADX_Z,upper_wick_Z,lower_wick_Z,body_size_Z,hour_sin,hour_cos,day_sin,day_cos,timestamp
1.15575,0.00028543052,1.15575,1.1553159,0.9277295,1.2370598,-0.31883594,-1.7300484,0.6493996,0.83188844,0.980499,-1.3651222,-0.14919885,-1.0271971,-0.5540988,0.8878852,0.46006504,0.0,1.0,2025-11-10 14:22:42.167059
1.15575,0.00028361406,1.1557,1.1553309,0.8926755,1.1779276,-0.36763915,-1.7829131,0.4622113,0.7648483,0.85764587,-1.6568621,-0.41340202,2.9312744,-0.9086555,0.8878852,0.46006504,0.0,1.0,2025-11-10 14:22:42.167059
1.15574,0.00027549875,1.1557,1.1553309,0.83572185,1.1139883,-0.43039268,-1.7909285,0.3812059,0.51211274,0.83428556,-1.5915017,0.028710764,0.2170318,-0.9614198,0.8878852,0.46006504,0.0,1.0,2025-11-10 14:22:42.167059
1.15585,0.00027724885,1.1557,1.1553309,0.9946515,1.0873771,-0.39310658,-1.7169385,0.78537494,0.55647045,0.8097863,-1.5168958,0.400299,-0.692881,-0.2510111,0.8878852,0.46006504,0.0,1.0,2025-11-10 14:22:42.167059
1.15584,0.00026530251,1.1557,1.1553309,0.93070436,1.048107,-0.40479034,-1.6456902,0.70236874,0.63943875,0.78593135,-1.448445,-0.64623433,0.55044246,-0.82874227,0.8878852,0.46006504,0.0,1.0,2025-11-10 14:22:42.167059
1.15577,0.00025635233,1.1557,1.1553309,0.71177804,0.97989017,-0.5016494,-1.5699806,0.30713636,0.6200134,0.76267403,-1.385231,-0.26258978,-0.55345243,-0.6556408,0.8878852,0.46006504,0.0,1.0,2025-11-10 14:22:42.167059
1.1557,0.00024589858,1.1557,1.1553309,0.4974687,0.89072824,-0.64558893,-1.5483782,-0.09986453,0.3202158,0.73997164,-1.3265142,-0.46281135,-0.38399914,-0.7754913,0.8878852,0.46006504,0.0,1.0,2025-11-10 14:22:42.167059
1.15562,0.00024119155,1.15535,1.1553317,0.26251867,0.7832543,-0.8151642,-1.5584155,-0.570644,-0.1182556,0.07633595,-1.3471233,-0.20547818,-0.7532291,-0.43195623,0.9790841,0.20345601,0.0,1.0,2025-11-10 14:22:42.167059
1.15553,0.00023610644,1.15535,1.1553317,0.01685657,0.6596546,-0.99026984,-1.6392674,-1.0807946,-0.6026148,0.070950754,-1.2914034,-0.589385,0.33673787,-0.6584397,0.9790841,0.20345601,0.0,1.0,2025-11-10 14:22:42.167059
1.15567,0.00022924169,1.15535,1.1553317,0.352684,0.60195565,-0.9536044,-1.6599704,-0.3314433,-0.6916437,0.042621367,-1.2403225,-0.6314677,-0.9516077,-0.16068335,0.9790841,0.20345601,0.0,1.0,2025-11-10 14:22:42.167059
1.15532,0.00023929586,1.15535,1.1553317,-0.49829015,0.42567095,-1.2522408,-1.6443944,-1.7642212,-1.1098589,0.013113382,-1.1923627,-0.5038428,-0.91418165,1.1584623,0.9790841,0.20345601,0.0,1.0,2025-11-10 14:22:42.167059
1.15545,0.00023434615,1.15535,1.1553317,-0.19811669,0.32349944,-1.2934766,-1.6168655,-1.057936,-1.1065735,-0.017783046,-1.1471862,-0.5398654,-0.34760848,-0.2227459,0.9790841,0.20345601,0.0,1.0,2025-11-10 14:22:42.167059
1.15535,0.00023046428,1.15535,1.1553317,-0.4762666,0.19728962,-1.386418,-1.5989658,-1.5440104,-1.5300989,-0.0503246,-1.1045135,-0.45673263,-0.15534478,-0.2764023,0.9790841,0.20345601,0.0,1.0,2025-11-10 14:22:42.167059
1.15524,0.00023043112,1.15538,1.1553336,-0.759346,0.047487963,-1.4951669,-1.5424536,-1.6657846,-1.4962584,-0.011099121,-0.8858957,-0.066766664,-0.5412852,-0.20754236,0.9790841,0.20345601,0.0,1.0,2025-11-10 14:22:42.167059
1.15522,0.00022968603,1.15538,1.1553336,-0.8549151,-0.08905229,-1.5211937,-1.4219804,-1.1195544,-1.5173258,-0.047122754,-0.85192674,-0.6009,1.7825689,-0.69588834,0.9790841,0.20345601,0.0,1.0,2025-11-10 14:22:42.167059
1.15514,0.00022470846,1.15538,1.1553336,-1.1066918,-0.24008842,-1.5459548,-1.3139205,-1.4172063,-1.4733567,-0.10069207,-0.8247898,-0.50739634,0.3164309,-0.5046262,0.9790841,0.20345601,0.0,1.0,2025-11-10 14:22:42.167059
1.15514,0.00022580072,1.15538,1.1553336,-1.1620479,-0.3712523,-1.48809,-1.2643993,-1.4271536,-1.3893925,-0.16322164,-0.7999296,0.49872777,0.12386093,-0.8732155,0.9790841,0.20345601,0.0,1.0,2025-11-10 14:22:42.167059
1.15528,0.00022038638,1.15538,1.1553336,-0.6809493,-0.4323746,-1.2750056,-1.2199826,-0.83418304,-1.2968397,-0.2393151,-0.7778977,-0.5112077,-0.9460901,-0.104446664,0.9790841,0.20345601,0.0,1.0,2025-11-10 14:22:42.167059
1.15538,0.00021464449,1.15538,1.1553336,-0.37203735,-0.4545768,-1.0144993,-1.2380636,-0.45727032,-0.9688422,-0.33787385,-0.7596748,-0.5784719,-0.2098871,-0.35612538,0.9790841,0.20345601,0.0,1.0,2025-11-10 14:22:42.167059
1.15571,0.00023502704,1.15578,1.155351,0.8275557,-0.3292974,-0.52288955,-1.1659286,0.92501545,-0.14675562,1.1846923,-1.4295229,0.5524965,-1.106784,0.989011,0.99766874,-0.068242416,0.0,1.0,2025-11-10 14:22:42.167059
1.15555,0.00023323939,1.15578,1.155351,0.06349842,-0.321699,-0.35438558,-1.1025902,0.19012009,0.23102641,1.3717917,-1.45735,-0.58218235,-0.371233,0.10036068,0.99766874,-0.068242416,0.0,1.0,2025-11-10 14:22:42.167059
1.1556,0.00022800801,1.15578,1.155351,0.2586348,-0.29214683,-0.19079071,-1.058831,0.39877185,0.54873127,1.3236482,-1.4226305,-0.382189,0.32447696,-0.7108471,0.99766874,-0.068242416,0.0,1.0,2025-11-10 14:22:42.167059
1.15556,0.00022672172,1.15578,1.155351,0.015700748,-0.30549297,-0.12950666,-1.0480095,0.19516322,0.28172445,1.2795199,-1.3949809,-0.4989698,1.1960847,-0.6150781,0.99766874,-0.068242416,0.0,1.0,2025-11-10 14:22:42.167059
1.15567,0.00022409874,1.15578,1.155351,0.5155715,-0.24692886,0.009101708,-0.9973783,0.6744947,0.4556038,1.2392267,-1.3755386,-0.15843755,-0.43971384,-0.23973982,0.99766874,-0.068242416,0.0,1.0,2025-11-10 14:22:42.167059
1.15578,0.00021594882,1.15578,1.155351,0.9655747,-0.11902848,0.18631263,-0.91836834,1.1293571,0.7203562,1.2027177,-1.3663534,-0.9242333,-1.1582764,-0.2443654,0.99766874,-0.068242416,0.0,1.0,2025-11-10 14:22:42.167059
1.15582,0.0002155239,1.15603,1.1553777,1.1045804,0.025593264,0.32174498,-0.7564319,0.9408865,0.9853784,2.3920481,-2.7320182,1.4782156,-0.040859014,-0.9197422,0.99766874,-0.068242416,0.0,1.0,2025-11-10 14:22:42.167059
1.15607,0.00022298649,1.15603,1.1553777,1.9398386,0.37093043,0.6265815,-0.5318315,1.2607421,1.192194,2.2717228,-2.6572275,0.2539338,-1.1121569,0.781058,0.99766874,-0.068242416,0.0,1.0,2025-11-10 14:22:42.167059
1.15588,0.00022420174,1.15603,1.1553777,0.8315907,0.4680595,0.60656273,-0.30835184,0.6152201,1.0061687,2.1233118,-2.4683287,-0.25720927,-1.1042817,0.5063497,0.99766874,-0.068242416,0.0,1.0,2025-11-10 14:22:42.167059
1.15591,0.00021818733,1.15603,1.1553777,0.9280502,0.55787367,0.59102297,-0.19292918,0.6785425,0.9116612,1.9958549,-2.312087,-0.93687016,1.0591248,-0.7885489,0.99766874,-0.068242416,0.0,1.0,2025-11-10 14:22:42.167059
1.15607,0.00022117395,1.15603,1.1553777,1.4512541,0.76453674,0.71399295,0.00640103,1.1994553,0.89212984,1.8846629,-2.180378,-0.9118404,0.20517436,0.41773516,0.99766874,-0.068242416,0.0,1.0,2025-11-10 14:22:42.167059
1.15603,0.0002110901,1.15603,1.1553777,1.1971136,0.8616589,0.7126367,0.22996247,1.0171821,1.0339768,1.7864105,-2.0678005,-0.54754883,-0.9346832,-0.5768219,0.99766874,-0.068242416,0.0,1.0,2025-11-10 14:22:42.167059
1.15603,0.00020958365,1.15623,1.1554111,1.1590065,0.91010535,0.65814674,0.36904436,0.9500018,1.1266072,2.4640374,-3.1781726,0.65328807,0.5650275,-0.8404893,0.9422609,-0.3348796,0.0,1.0,2025-11-10 14:22:42.167059
1.15594,0.00020675626,1.15623,1.1554111,0.6048695,0.8355163,0.45896247,0.41997457,0.4072287,0.8444253,2.289857,-2.8855343,-0.5169843,0.37122864,-0.4065017,0.9422609,-0.3348796,0.0,1.0,2025-11-10 14:22:42.167059
1.15575,0.00020770224,1.15623,1.1554111,-0.45742634,0.5657546,0.018141937,0.31020477,-0.630935,0.26134428,2.1369865,-2.636419,-0.6844197,-0.91913015,0.7712533,0.9422609,-0.3348796,0.0,1.0,2025-11-10 14:22:42.167059
1.15594,0.00021429494,1.15623,1.1554111,0.3713134,0.51980305,-0.050630197,0.099494234,0.34269497,0.0434849,2.0058298,-2.436429,-0.3404902,-0.1779796,1.0530872,0.9422609,-0.3348796,0.0,1.0,2025-11-10 14:22:42.167059
1.15616,0.00021755959,1.15623,1.1554111,1.1479912,0.6799009,0.15927246,0.094027124,1.2424942,0.34518722,1.8914295,-2.2710803,-0.49419022,-1.1246796,1.226538,0.9422609,-0.3348796,0.0,1.0,2025-11-10 14:22:42.167059
1.15623,0.00020987676,1.15623,1.1554111,1.3266964,0.84725046,0.34327182,0.15764059,1.1612086,0.98222387,1.7902806,-2.1312938,-0.2681949,-1.1091496,-0.31903824,0.9422609,-0.3348796,0.0,1.0,2025-11-10 14:22:42.167059
1.15628,0.00020488555,1.15611,1.1554385,1.4644271,1.0014939,0.49673888,0.31985965,0.8648076,1.1599449,1.2319691,-3.098078,0.8961902,-1.1011175,-0.76940924,0.9422609,-0.3348796,0.0,1.0,2025-11-10 14:22:42.167059
1.15637,0.00019882231,1.15611,1.1554385,1.6842719,1.1796521,0.67446166,0.49964005,1.217886,1.1498873,1.1879187,-2.8031523,-0.504107,-0.6952317,-0.26786858,0.9422609,-0.3348796,0.0,1.0,2025-11-10 14:22:42.167059
1.15647,0.000195335,1.15611,1.1554385,1.8783537,1.3763075,0.8669567,0.7747511,1.168984,1.1521707,1.1456921,-2.559816,-0.30406454,-0.84897023,0.100757904,0.9422609,-0.3348796,0.0,1.0,2025-11-10 14:22:42.167059
1.1563,0.00020281106,1.15611,1.1554385,0.89396757,1.3343306,0.67697096,0.8873026,0.234587,0.9299273,1.1055435,-2.363441,0.5432363,-0.45764065,1.1579053,0.9422609,-0.3348796,0.0,1.0,2025-11-10 14:22:42.167059
1.15624,0.00019903886,1.15611,1.1554385,0.5782887,1.2248306,0.40280282,0.82902044,0.014418693,0.5072542,1.0672597,-2.2002425,-0.49347425,0.11355499,-0.4244083,0.9422609,-0.3348796,0.0,1.0,2025-11-10 14:22:42.167059
1.15611,0.00020053607,1.15611,1.1554385,-0.055279195,1.0050341,-0.021457767,0.6191843,-0.48413098,-0.08168836,1.0306553,-2.061527,0.81649405,-0.64912146,0.17805797,0.9422609,-0.3348796,0.0,1.0,2025-11-10 14:22:42.167059
1.15615,0.00020049779,1.15615,1.1554664,0.11376988,0.856304,-0.26831064,0.41429347,-0.29952842,-0.27388898,1.1273063,-2.7010438,2.175835,-0.6271896,-0.9110822,0.8169699,-0.5766803,0.0,1.0,2025-11-10 14:22:42.167059
1.15637,0.0002111765,1.15615,1.1554664,0.9011939,0.92806053,-0.105962925,0.38177845,0.6081855,-0.0648892,1.0867995,-2.4805677,-0.08480956,0.62971914,1.4491918,0.8169699,-0.5766803,0.0,1.0,2025-11-10 14:22:42.167059
1.15629,0.00020252104,1.15615,1.1554664,0.4804938,0.88574505,-0.16086224,0.34774256,0.28902406,0.21394557,1.0481503,-2.2970493,-0.49911416,-1.0187683,-0.4700615,0.8169699,-0.5766803,0.0,1.0,2025-11-10 14:22:42.167059
1.15617,0.00019876954,1.15615,1.1554664,-0.11511852,0.71162117,-0.4170966,-0.02826382,-0.1993668,0.2513909,1.0111707,-2.1431901,-0.71737164,-0.3496587,0.039238628,0.8169699,-0.5766803,0.0,1.0,2025-11-10 14:22:42.167059
1.15615,0.00019242887,1.15615,1.1554664,-0.21268442,0.5365384,-0.62088686,-0.38827688,-0.26965564,-0.06472664,0.97569627,-2.0114927,-0.5051315,-0.7646129,-0.32092673,0.8169699,-0.5766803,0.0,1.0,2025-11-10 14:22:42.167059
1.15562,0.00024119155,1.15535,1.1553317,0.26251864,0.7832543,-0.81516415,-1.5584155,-0.570644,-0.1182556,0.07633595,-1.3471233,-0.20547818,-0.7532291,-0.43195623,0.9790841,0.20345601,0.0,1.0,2025-11-10 14:55:30.198340
1.15553,0.00023610644,1.15535,1.1553317,0.016856521,0.6596546,-0.9902698,-1.6392674,-1.0807946,-0.6026148,0.070950754,-1.2914034,-0.589385,0.33673787,-0.6584397,0.9790841,0.20345601,0.0,1.0,2025-11-10 14:55:30.198340
1.15567,0.00022924169,1.15535,1.1553317,0.35268396,0.60195565,-0.95360434,-1.6599705,-0.3314433,-0.6916437,0.042621367,-1.2403225,-0.6314677,-0.9516077,-0.16068335,0.9790841,0.20345601,0.0,1.0,2025-11-10 14:55:30.198340
1.15532,0.00023929586,1.15535,1.1553317,-0.4982902,0.42567092,-1.2522407,-1.6443945,-1.7642212,-1.1098589,0.013113383,-1.1923627,-0.5038428,-0.91418165,1.1584623,0.9790841,0.20345601,0.0,1.0,2025-11-10 14:55:30.198340
1.15545,0.00023434615,1.15535,1.1553317,-0.19811673,0.3234994,-1.2934765,-1.6168655,-1.057936,-1.1065735,-0.017783046,-1.1471862,-0.5398654,-0.34760848,-0.2227459,0.9790841,0.20345601,0.0,1.0,2025-11-10 14:55:30.198340
1.15535,0.00023046428,1.15535,1.1553317,-0.47626668,0.1972896,-1.3864179,-1.5989658,-1.5440104,-1.5300989,-0.0503246,-1.1045135,-0.45673263,-0.15534478,-0.2764023,0.9790841,0.20345601,0.0,1.0,2025-11-10 14:55:30.198340
1.15524,0.00023043112,1.15538,1.1553336,-0.75934607,0.047487937,-1.4951669,-1.5424536,-1.6657846,-1.4962584,-0.011099121,-0.8858957,-0.066766664,-0.5412852,-0.20754236,0.9790841,0.20345601,0.0,1.0,2025-11-10 14:55:30.198340
1.15522,0.00022968603,1.15538,1.1553336,-0.85491514,-0.08905232,-1.5211937,-1.4219804,-1.1195544,-1.5173258,-0.047122754,-0.85192674,-0.6009,1.7825689,-0.69588834,0.9790841,0.20345601,0.0,1.0,2025-11-10 14:55:30.198340
1.15514,0.00022470846,1.15538,1.1553336,-1.106692,-0.24008845,-1.5459548,-1.3139205,-1.4172063,-1.4733567,-0.10069207,-0.8247898,-0.50739634,0.3164309,-0.5046262,0.9790841,0.20345601,0.0,1.0,2025-11-10 14:55:30.198340
1.15514,0.00022580072,1.15538,1.1553336,-1.1620479,-0.37125233,-1.48809,-1.2643993,-1.4271536,-1.3893925,-0.16322164,-0.7999297,0.49872777,0.12386093,-0.8732155,0.9790841,0.20345601,0.0,1.0,2025-11-10 14:55:30.198340
1.15528,0.00022038638,1.15538,1.1553336,-0.6809493,-0.43237463,-1.2750056,-1.2199826,-0.83418304,-1.2968397,-0.2393151,-0.7778977,-0.5112077,-0.9460901,-0.104446664,0.9790841,0.20345601,0.0,1.0,2025-11-10 14:55:30.198340
1.15538,0.00021464449,1.15538,1.1553336,-0.37203738,-0.45457682,-1.0144993,-1.2380636,-0.45727032,-0.9688422,-0.33787385,-0.7596748,-0.5784719,-0.2098871,-0.35612538,0.9790841,0.20345601,0.0,1.0,2025-11-10 14:55:30.198340
1.15571,0.00023502704,1.15578,1.155351,0.8275557,-0.32929742,-0.52288955,-1.1659286,0.92501545,-0.14675562,1.1846923,-1.4295229,0.5524965,-1.106784,0.989011,0.99766874,-0.068242416,0.0,1.0,2025-11-10 14:55:30.198340
1.15555,0.00023323939,1.15578,1.155351,0.0634984,-0.32169902,-0.35438555,-1.1025902,0.19012009,0.23102641,1.3717917,-1.45735,-0.58218235,-0.371233,0.10036068,0.99766874,-0.068242416,0.0,1.0,2025-11-10 14:55:30.198340
1.1556,0.00022800801,1.15578,1.155351,0.2586348,-0.29214686,-0.1907907,-1.058831,0.39877185,0.54873127,1.3236482,-1.4226305,-0.382189,0.32447696,-0.7108471,0.99766874,-0.068242416,0.0,1.0,2025-11-10 14:55:30.198340
1.15556,0.00022672172,1.15578,1.155351,0.015700726,-0.305493,-0.12950665,-1.0480096,0.19516322,0.28172445,1.2795199,-1.3949809,-0.4989698,1.1960847,-0.6150781,0.99766874,-0.068242416,0.0,1.0,2025-11-10 14:55:30.198340
1.15567,0.00022409874,1.15578,1.155351,0.5155714,-0.24692889,0.009101727,-0.9973783,0.6744947,0.4556038,1.2392267,-1.3755386,-0.15843755,-0.43971384,-0.23973982,0.99766874,-0.068242416,0.0,1.0,2025-11-10 14:55:30.198340
1.15578,0.00021594882,1.15578,1.155351,0.9655747,-0.11902851,0.18631265,-0.91836834,1.1293571,0.7203562,1.2027177,-1.3663534,-0.9242333,-1.1582764,-0.2443654,0.99766874,-0.068242416,0.0,1.0,2025-11-10 14:55:30.198340
1.15582,0.0002155239,1.15603,1.1553777,1.1045804,0.02559324,0.321745,-0.7564319,0.9408865,0.9853784,2.3920481,-2.7320182,1.4782156,-0.040859014,-0.9197422,0.99766874,-0.068242416,0.0,1.0,2025-11-10 14:55:30.198340
1.15607,0.00022298649,1.15603,1.1553777,1.9398385,0.3709304,0.62658155,-0.5318315,1.2607421,1.192194,2.2717228,-2.6572275,0.2539338,-1.1121569,0.781058,0.99766874,-0.068242416,0.0,1.0,2025-11-10 14:55:30.198340
1.15588,0.00022420174,1.15603,1.1553777,0.83159065,0.46805948,0.60656273,-0.30835184,0.6152201,1.0061687,2.1233118,-2.4683287,-0.25720927,-1.1042817,0.5063497,0.99766874,-0.068242416,0.0,1.0,2025-11-10 14:55:30.198340
1.15591,0.00021818733,1.15603,1.1553777,0.9280502,0.5578736,0.59102297,-0.19292918,0.6785425,0.9116612,1.9958549,-2.312087,-0.93687016,1.0591248,-0.7885489,0.99766874,-0.068242416,0.0,1.0,2025-11-10 14:55:30.198340
1.15607,0.00022117395,1.15603,1.1553777,1.4512541,0.7645367,0.71399295,0.006401033,1.1994553,0.89212984,1.8846629,-2.180378,-0.9118404,0.20517436,0.41773516,0.99766874,-0.068242416,0.0,1.0,2025-11-10 14:55:30.198340
1.15603,0.0002110901,1.15603,1.1553777,1.1971136,0.8616589,0.71263677,0.22996247,1.0171821,1.0339768,1.7864105,-2.0678005,-0.54754883,-0.9346832,-0.5768219,0.99766874,-0.068242416,0.0,1.0,2025-11-10 14:55:30.198340
1.15603,0.00020958365,1.15623,1.1554111,1.1590064,0.91010535,0.65814674,0.36904436,0.9500018,1.1266072,2.4640374,-3.1781726,0.65328807,0.5650275,-0.8404893,0.9422609,-0.3348796,0.0,1.0,2025-11-10 14:55:30.198340
1.15594,0.00020675626,1.15623,1.1554111,0.6048695,0.8355163,0.45896247,0.41997457,0.4072287,0.8444253,2.289857,-2.8855343,-0.5169843,0.37122864,-0.4065017,0.9422609,-0.3348796,0.0,1.0,2025-11-10 14:55:30.198340
1.15575,0.00020770224,1.15623,1.1554111,-0.45742634,0.56575453,0.018141948,0.31020477,-0.630935,0.26134428,2.1369865,-2.636419,-0.6844197,-0.91913015,0.7712533,0.9422609,-0.3348796,0.0,1.0,2025-11-10 14:55:30.198340
1.15594,0.00021429494,1.15623,1.1554111,0.3713134,0.51980305,-0.050630186,0.09949423,0.34269497,0.0434849,2.0058298,-2.436429,-0.3404902,-0.1779796,1.0530872,0.9422609,-0.3348796,0.0,1.0,2025-11-10 14:55:30.198340
1.15616,0.00021755959,1.15623,1.1554111,1.1479912,0.6799008,0.15927248,0.09402712,1.2424942,0.34518722,1.8914295,-2.2710803,-0.49419022,-1.1246796,1.226538,0.9422609,-0.3348796,0.0,1.0,2025-11-10 14:55:30.198340
1.15623,0.00020987676,1.15623,1.1554111,1.3266964,0.8472504,0.34327185,0.15764058,1.1612086,0.98222387,1.7902806,-2.1312938,-0.2681949,-1.1091496,-0.31903824,0.9422609,-0.3348796,0.0,1.0,2025-11-10 14:55:30.198340
1.15628,0.00020488555,1.15611,1.1554385,1.4644271,1.0014939,0.49673888,0.31985965,0.8648076,1.1599449,1.2319691,-3.098078,0.8961902,-1.1011175,-0.76940924,0.9422609,-0.3348796,0.0,1.0,2025-11-10 14:55:30.198340
1.15637,0.00019882231,1.15611,1.1554385,1.6842719,1.1796521,0.67446166,0.49964002,1.217886,1.1498873,1.1879187,-2.8031523,-0.504107,-0.6952317,-0.26786858,0.9422609,-0.3348796,0.0,1.0,2025-11-10 14:55:30.198340
1.15647,0.000195335,1.15611,1.1554385,1.8783537,1.3763075,0.8669567,0.7747511,1.168984,1.1521707,1.1456921,-2.559816,-0.30406454,-0.84897023,0.100757904,0.9422609,-0.3348796,0.0,1.0,2025-11-10 14:55:30.198340
1.1563,0.00020281106,1.15611,1.1554385,0.89396757,1.3343306,0.67697096,0.8873026,0.234587,0.9299273,1.1055435,-2.363441,0.5432363,-0.45764065,1.1579053,0.9422609,-0.3348796,0.0,1.0,2025-11-10 14:55:30.198340
1.15624,0.00019903886,1.15611,1.1554385,0.5782887,1.2248306,0.40280282,0.82902044,0.014418693,0.5072542,1.0672597,-2.2002425,-0.49347425,0.11355499,-0.4244083,0.9422609,-0.3348796,0.0,1.0,2025-11-10 14:55:30.198340
1.15611,0.00020053607,1.15611,1.1554385,-0.0552792,1.0050341,-0.02145776,0.61918426,-0.48413098,-0.08168836,1.0306553,-2.061527,0.81649405,-0.64912146,0.17805797,0.9422609,-0.3348796,0.0,1.0,2025-11-10 14:55:30.198340
1.15615,0.00020049779,1.15611,1.1554649,0.11376988,0.856304,-0.2683106,0.41429347,-0.29952842,-0.27388898,0.99556404,-2.582479,2.175835,-0.6271896,-0.9110822,0.8169699,-0.5766803,0.0,1.0,2025-11-10 14:55:30.198340
1.15637,0.0002111765,1.15611,1.1554649,0.90119386,0.92806053,-0.10596292,0.38177842,0.6081855,-0.0648892,0.9618508,-2.3842237,-0.08480956,0.62971914,1.4491918,0.8169699,-0.5766803,0.0,1.0,2025-11-10 14:55:30.198340
1.15629,0.00020252104,1.15611,1.1554649,0.4804938,0.88574505,-0.16086222,0.34774256,0.28902406,0.21394557,0.92938477,-2.2166672,-0.49911416,-1.0187683,-0.4700615,0.8169699,-0.5766803,0.0,1.0,2025-11-10 14:55:30.198340
1.15617,0.00019876954,1.15611,1.1554649,-0.115118526,0.71162117,-0.4170966,-0.028263837,-0.1993668,0.2513909,0.89805293,-2.074637,-0.71737164,-0.3496587,0.039238628,0.8169699,-0.5766803,0.0,1.0,2025-11-10 14:55:30.198340
1.15597,0.000205286,1.15611,1.1554649,-0.95309925,0.3670864,-0.8960692,-0.31406587,-0.9881406,-0.32609007,0.86775434,-1.9519976,-0.5051315,-0.7646129,1.7799948,0.8169699,-0.5766803,0.0,1.0,2025-11-10 14:55:30.198340
1.15611,0.00020705129,1.15611,1.1554649,-0.37722042,0.21821031,-0.9519301,-0.48080945,-1.0260184,-0.80097866,0.83839804,-1.8445079,-0.5051315,0.12786657,0.5713411,0.8169699,-0.5766803,0.0,1.0,2025-11-10 14:55:30.198340
1.156,0.0002079762,1.15511,1.1554509,-0.7954048,-0.011506664,-1.117109,-0.7588673,-1.5455604,-1.2838496,-2.305716,-1.7491815,0.9428539,-0.3180713,-0.11336709,0.8169699,-0.5766803,0.0,1.0,2025-11-10 14:55:30.198340
1.15584,0.0002159779,1.15511,1.1554509,-1.3317482,-0.35068223,-1.3996865,-0.5742245,-1.3754421,-1.4181131,-2.155335,-1.6636741,-0.9244623,2.358269,0.35253537,0.8169699,-0.5766803,0.0,1.0,2025-11-10 14:55:30.198340
1.15584,0.00021269376,1.15511,1.1554509,-1.2786031,-0.61453986,-1.4913636,-0.40562263,-1.3210349,-1.5143882,-2.0299222,-1.5835063,-0.49920082,2.1933334,-1.2169714,0.8169699,-0.5766803,0.0,1.0,2025-11-10 14:55:30.198340
1.15532,0.00025035848,1.15511,1.1554509,-2.495364,-1.2959429,-2.1383965,0.26505488,-1.5213461,-1.5039173,-1.9199855,-1.5104281,0.9777457,2.0688896,3.93832,0.8169699,-0.5766803,0.0,1.0,2025-11-10 14:55:30.198340
1.15517,0.00025819003,1.15511,1.1554509,-2.538059,-1.8890454,-2.4889936,0.90144074,-1.6945894,-1.6140366,-1.8224075,-1.4433384,2.9683409,-0.39412752,0.18824112,0.8169699,-0.5766803,0.0,1.0,2025-11-10 14:55:30.198340
1.15511,0.00024546217,1.15511,1.1554509,-2.4238853,-2.286431,-2.532097,1.4802294,-1.6489896,-1.7214888,-1.7348852,-1.3813624,-0.89986736,-0.80829036,-0.534628,0.8169699,-0.5766803,0.0,1.0,2025-11-10 14:55:30.198340
